"sim_number","generation","diameter","strain"
8,70,15,"Petite"
8,71,15,"Petite"
8,72,15,"Petite"
8,73,13,"Petite"
8,74,15,"Petite"
8,75,13,"Petite"
8,76,13,"Petite"
8,77,12,"Petite"
8,78,12,"Petite"
8,79,14,"Petite"
8,80,14,"Petite"
8,81,13,"Petite"
8,82,13,"Petite"
8,83,14,"Petite"
8,84,12,"Petite"
8,85,12,"Petite"
8,86,13,"Petite"
8,87,14,"Petite"
8,88,15,"Petite"
8,89,13,"Petite"
8,90,13,"Petite"
8,91,13,"Petite"
8,92,13,"Petite"
8,93,13,"Petite"
8,94,13,"Petite"
8,95,13,"Petite"
8,96,13,"Petite"
8,97,14,"Petite"
8,98,12,"Petite"
8,99,14,"Petite"
8,100,12,"Petite"
8,101,14,"Petite"
9,0,13,"Petite"
9,1,13,"Petite"
9,2,13,"Petite"
9,3,12,"Petite"
9,4,12,"Petite"
9,5,14,"Petite"
9,6,13,"Petite"
9,7,13,"Petite"
9,8,13,"Petite"
9,9,15,"Petite"
9,10,14,"Petite"
9,11,12,"Petite"
9,12,12,"Petite"
9,13,12,"Petite"
9,14,14,"Petite"
9,15,12,"Petite"
9,16,14,"Petite"
9,17,15,"Petite"
9,18,13,"Petite"
9,19,16,"Petite"
9,20,14,"Petite"
9,21,13,"Petite"
9,22,13,"Petite"
9,23,12,"Petite"
9,24,13,"Petite"
9,25,14,"Petite"
9,26,13,"Petite"
9,27,12,"Petite"
9,28,12,"Petite"
9,29,12,"Petite"
9,30,12,"Petite"
9,31,13,"Petite"
9,32,14,"Petite"
9,33,14,"Petite"
9,34,14,"Petite"
9,35,12,"Petite"
9,36,13,"Petite"
9,37,15,"Petite"
9,38,14,"Petite"
9,39,14,"Petite"
9,40,15,"Petite"
9,41,14,"Petite"
9,42,15,"Petite"
9,43,14,"Petite"
9,44,13,"Petite"
9,45,13,"Petite"
9,46,13,"Petite"
9,47,15,"Petite"
9,48,14,"Petite"
9,49,14,"Petite"
9,50,14,"Petite"
9,51,15,"Petite"
9,52,16,"Petite"
9,53,17,"Petite"
9,54,14,"Petite"
9,55,15,"Petite"
9,56,14,"Petite"
9,57,14,"Petite"
9,58,15,"Petite"
9,59,13,"Petite"
9,60,13,"Petite"
9,61,14,"Petite"
9,62,16,"Petite"
9,63,12,"Petite"
9,64,14,"Petite"
9,65,14,"Petite"
9,66,13,"Petite"
9,67,12,"Petite"
9,68,12,"Petite"
9,69,11,"Petite"
9,70,13,"Petite"
9,71,14,"Petite"
9,72,14,"Petite"
9,73,14,"Petite"
9,74,13,"Petite"
9,75,12,"Petite"
9,76,13,"Petite"
9,77,14,"Petite"
9,78,13,"Petite"
9,79,13,"Petite"
9,80,13,"Petite"
9,81,15,"Petite"
9,82,14,"Petite"
9,83,14,"Petite"
9,84,13,"Petite"
9,85,13,"Petite"
9,86,14,"Petite"
9,87,15,"Petite"
9,88,14,"Petite"
9,89,15,"Petite"
9,90,14,"Petite"
9,91,13,"Petite"
9,92,13,"Petite"
9,93,14,"Petite"
9,94,13,"Petite"
9,95,12,"Petite"
9,96,14,"Petite"
9,97,13,"Petite"
9,98,12,"Petite"
9,99,13,"Petite"
9,100,14,"Petite"
9,101,13,"Petite"
10,0,12,"Petite"
10,1,15,"Petite"
10,2,13,"Petite"
10,3,13,"Petite"
10,4,11,"Petite"
10,5,12,"Petite"
10,6,13,"Petite"
10,7,13,"Petite"
10,8,14,"Petite"
10,9,15,"Petite"
10,10,13,"Petite"
10,11,15,"Petite"
10,12,14,"Petite"
10,13,14,"Petite"
10,14,14,"Petite"
10,15,14,"Petite"
10,16,13,"Petite"
10,17,13,"Petite"
10,18,13,"Petite"
10,19,12,"Petite"
10,20,14,"Petite"
10,21,14,"Petite"
10,22,13,"Petite"
10,23,13,"Petite"
10,24,14,"Petite"
10,25,14,"Petite"
10,26,12,"Petite"
10,27,11,"Petite"
10,28,13,"Petite"
10,29,14,"Petite"
10,30,13,"Petite"
10,31,14,"Petite"
10,32,13,"Petite"
10,33,11,"Petite"
10,34,13,"Petite"
10,35,13,"Petite"
10,36,12,"Petite"
10,37,12,"Petite"
10,38,12,"Petite"
10,39,13,"Petite"
10,40,13,"Petite"
10,41,15,"Petite"
10,42,13,"Petite"
10,43,13,"Petite"
10,44,12,"Petite"
10,45,13,"Petite"
10,46,13,"Petite"
10,47,12,"Petite"
10,48,13,"Petite"
10,49,13,"Petite"
10,50,13,"Petite"
10,51,14,"Petite"
10,52,15,"Petite"
10,53,16,"Petite"
10,54,12,"Petite"
10,55,12,"Petite"
10,56,11,"Petite"
10,57,12,"Petite"
10,58,13,"Petite"
10,59,12,"Petite"
10,60,14,"Petite"
10,61,13,"Petite"
10,62,15,"Petite"
10,63,14,"Petite"
10,64,14,"Petite"
10,65,14,"Petite"
10,66,14,"Petite"
10,67,14,"Petite"
10,68,14,"Petite"
10,69,15,"Petite"
10,70,15,"Petite"
10,71,15,"Petite"
10,72,14,"Petite"
10,73,14,"Petite"
10,74,13,"Petite"
10,75,13,"Petite"
10,76,13,"Petite"
10,77,14,"Petite"
10,78,13,"Petite"
10,79,14,"Petite"
10,80,12,"Petite"
10,81,13,"Petite"
10,82,14,"Petite"
10,83,12,"Petite"
10,84,12,"Petite"
10,85,13,"Petite"
10,86,12,"Petite"
10,87,10,"Petite"
10,88,12,"Petite"
10,89,13,"Petite"
10,90,12,"Petite"
10,91,11,"Petite"
10,92,12,"Petite"
10,93,12,"Petite"
10,94,14,"Petite"
10,95,14,"Petite"
10,96,14,"Petite"
10,97,13,"Petite"
10,98,13,"Petite"
10,99,14,"Petite"
10,100,14,"Petite"
10,101,12,"Petite"
11,0,14,"Petite"
11,1,14,"Petite"
11,2,13,"Petite"
11,3,14,"Petite"
11,4,12,"Petite"
11,5,13,"Petite"
11,6,15,"Petite"
11,7,15,"Petite"
11,8,14,"Petite"
11,9,15,"Petite"
11,10,10,"Petite"
11,11,13,"Petite"
11,12,13,"Petite"
11,13,13,"Petite"
11,14,13,"Petite"
11,15,13,"Petite"
11,16,14,"Petite"
11,17,13,"Petite"
11,18,15,"Petite"
11,19,12,"Petite"
11,20,12,"Petite"
11,21,12,"Petite"
11,22,13,"Petite"
11,23,13,"Petite"
11,24,12,"Petite"
11,25,13,"Petite"
11,26,12,"Petite"
11,27,12,"Petite"
11,28,13,"Petite"
11,29,14,"Petite"
11,30,14,"Petite"
11,31,14,"Petite"
11,32,14,"Petite"
11,33,12,"Petite"
11,34,14,"Petite"
11,35,14,"Petite"
11,36,13,"Petite"
11,37,11,"Petite"
11,38,13,"Petite"
11,39,14,"Petite"
11,40,14,"Petite"
11,41,13,"Petite"
11,42,12,"Petite"
11,43,13,"Petite"
11,44,14,"Petite"
11,45,14,"Petite"
11,46,12,"Petite"
11,47,12,"Petite"
11,48,11,"Petite"
11,49,12,"Petite"
11,50,12,"Petite"
11,51,13,"Petite"
11,52,14,"Petite"
11,53,14,"Petite"
11,54,13,"Petite"
11,55,14,"Petite"
11,56,14,"Petite"
11,57,16,"Petite"
11,58,14,"Petite"
11,59,13,"Petite"
11,60,12,"Petite"
11,61,10,"Petite"
11,62,12,"Petite"
11,63,13,"Petite"
11,64,15,"Petite"
11,65,13,"Petite"
11,66,13,"Petite"
11,67,12,"Petite"
11,68,15,"Petite"
11,69,14,"Petite"
11,70,14,"Petite"
11,71,14,"Petite"
11,72,13,"Petite"
11,73,14,"Petite"
11,74,13,"Petite"
11,75,13,"Petite"
11,76,13,"Petite"
11,77,11,"Petite"
11,78,14,"Petite"
11,79,14,"Petite"
11,80,13,"Petite"
11,81,12,"Petite"
11,82,14,"Petite"
11,83,13,"Petite"
11,84,12,"Petite"
11,85,13,"Petite"
11,86,14,"Petite"
11,87,13,"Petite"
11,88,13,"Petite"
11,89,12,"Petite"
11,90,14,"Petite"
11,91,14,"Petite"
11,92,12,"Petite"
11,93,13,"Petite"
11,94,12,"Petite"
11,95,13,"Petite"
11,96,13,"Petite"
11,97,12,"Petite"
11,98,12,"Petite"
11,99,12,"Petite"
11,100,14,"Petite"
11,101,14,"Petite"
12,0,14,"Petite"
12,1,15,"Petite"
12,2,15,"Petite"
12,3,13,"Petite"
12,4,14,"Petite"
12,5,14,"Petite"
12,6,14,"Petite"
12,7,12,"Petite"
12,8,13,"Petite"
12,9,12,"Petite"
12,10,13,"Petite"
12,11,12,"Petite"
12,12,12,"Petite"
12,13,12,"Petite"
12,14,14,"Petite"
12,15,13,"Petite"
12,16,13,"Petite"
12,17,14,"Petite"
12,18,15,"Petite"
12,19,14,"Petite"
12,20,14,"Petite"
12,21,15,"Petite"
12,22,13,"Petite"
12,23,13,"Petite"
12,24,14,"Petite"
12,25,15,"Petite"
12,26,15,"Petite"
12,27,14,"Petite"
12,28,15,"Petite"
12,29,12,"Petite"
12,30,12,"Petite"
12,31,12,"Petite"
12,32,14,"Petite"
12,33,14,"Petite"
12,34,14,"Petite"
12,35,12,"Petite"
12,36,13,"Petite"
